category,subcategory,name,price,variants,description,veg,rating,rating_count,bestseller,availability
Mutton & Chicken Gravy Items,,Mutton Kalimirch,₹408,,"Tender mutton delicately simmered in a rich, aromatic pepper sauce, offering a comforting and flavorful experience.",Non-Veg,,,,Check app
Mutton & Chicken Gravy Items,,Mutton Hydrabadi,₹408,,"Tender mutton cooked to perfection in a rich and aromatic gravy, capturing the essence of traditional flavors.",Non-Veg,,,,Check app
Mutton & Chicken Gravy Items,,Mutton Kolapuri,₹408,,"Tender mutton is simmered in a rich, aromatic gravy that bursts with bold flavors, creating an unforgettable culinary experience.",Non-Veg,,,,Check app
Indian Rice Items,,Chicken Biryani,₹156,,"A fragrant, layered rice dish featuring tender chicken, infused with a blend of aromatic spices for a delightful feast.",Non-Veg,4.5,21,,Check app
Indian Rice Items,,Mutton Biryani,₹204,,"Fragrant layers of aromatic rice and tender meat come together in a sumptuous, flavor-packed experience.",Non-Veg,4.6,15,,Check app
Indian Rice Items,,Biryani Rice,₹84,,"Fragrant rice is layered with a medley of aromatic spices and tender vegetables, creating a rich and flavorful experience.",Veg,3.8,9,,Check app
Indian Rice Items,,Egg Biryani,₹120,,"Fragrant basmati rice is layered with aromatic spices, tender eggs, and cooked to perfection for a delightful experience.",Non-Veg,4.7,5,,Check app
Indian Rice Items,,White Rice,₹60,,"Perfectly cooked grains, fluffy and aromatic, this staple is a delightful canvas for any meal.",Veg,4.4,17,,Check app
Indian Rice Items,,Ghee Rice,₹84,,"Fragrant grains shimmer with rich, nutty essence, creating a comforting and flavorful delight.",Veg,4.7,5,,Check app
Indian Rice Items,,Jeera Rice,₹96,,"This fragrant rice dish is infused with a warm, earthy aroma and a delicate touch of cumin, making every bite an irresistible delight.",Veg,,,,Check app
Indian Rice Items,,Curd Rice,₹84,,"Creamy and refreshing, this comforting rice dish is a perfect blend of tangy yogurt and fluffy grains, making it a soothing delight.",Veg,,,,Check app
Indian Rice Items,,Lemon Rice,₹84,,"A zesty and vibrant rice dish, beautifully infused with tangy flavors and aromatic spices, perfect for a delightful meal.",Veg,,,,Check app
Indian Rice Items,,Peas Pulao,₹84,,"A fragrant medley of basmati rice and tender green peas, infused with aromatic spices for a delightful harmony of flavors.",Veg,,,,Check app
Indian Rice Items,,Veg Pulao,₹84,,"A fragrant and colorful medley of seasoned rice and fresh vegetables, bursting with delightful flavors.",Veg,,,,Check app
Indian Veg Gravy,,Aloo Gobi Masala,₹132,,"This flavorful Indian classic features tender potatoes and vibrant cauliflower cooked in a rich, aromatic gravy that delights the senses.",Veg,,,,Check app
Indian Veg Gravy,,Paneer Palak,₹204,,"A creamy and vibrant smooth blend of spinach and cottage cheese, creating a comforting and flavorful experience.",Veg,,,,Check app
Indian Veg Gravy,,Paneer Butter Masala,₹192,,"Rich and creamy, this luscious Indian delicacy envelops soft cheese in a velvety tomato-based sauce, creating an irresistible comfort food experience.",Veg,,,,Check app
Indian Veg Gravy,,Mushroom Butter Masala,₹180,,"Savor the rich, creamy sauce enveloping succulent mushrooms, delivering a delightful burst of flavor in every bite.",Veg,,,,Check app
Indian Veg Gravy,,Dal Fry,₹180,,"This comforting lentil dish features a rich, buttery sauce that bursts with flavor and aromas, making it a delightful addition to any meal.",Veg,,,,Check app
Indian Veg Gravy,,Dal Tadka,₹192,,"A comforting and flavorful blend of lentils, enriched with aromatic spices and finished with a buttery tempering for a delightful experience.",Veg,,,,Check app
Indian Veg Gravy,,Aloo Mutter Masala,₹144,,"Delight in a warm, fragrant medley of tender potatoes and peas simmered in a rich, aromatic gravy.",Veg,,,,Check app
Indian Veg Gravy,,Mutter Paneer,₹192,,"A delightful blend of velvety cheese and green peas in a rich, aromatic gravy that promises to tantalize your taste buds.",Veg,,,,Check app
Indian Veg Gravy,,Dal Palak,₹192,,A luscious blend of lentils and vibrant spinach creates a comforting and nutritious experience.,Veg,,,,Check app
Indian Veg Gravy,,Paneer Kadai,₹204,,"A vibrant medley of cubes, simmered in a rich and aromatic gravy, creating a delightful taste experience.",Veg,,,,Check app
Indian Veg Gravy,,Paneer Kolapuri,₹204,,"Experience a rich and aromatic medley of flavors, featuring soft, succulent cubes enveloped in a vibrant, luscious gravy.",Veg,,,,Check app
Indian Veg Gravy,,Mushroom Kadai,₹192,,"This rich and aromatic gravy showcases succulent mushrooms, cooked to perfection in a blend of robust spices, delivering an unforgettable taste experience.",Veg,,,,Check app
Indian Veg Gravy,,Mushroom Kalimirch,₹192,,"Savor the rich, earthy flavors of tender mushrooms enveloped in a luscious, aromatic black pepper gravy.",Veg,,,,Check app
Indian Veg Gravy,,Babycorn Butter Masala,₹192,,"Tender baby corn is enveloped in a rich, creamy sauce that tantalizes the palate with its exquisite flavors.",Veg,,,,Check app
Indian Veg Gravy,,Babycorn Hydrabadi,₹192,,"A luscious, aromatic gravy envelops tender baby corn, creating a delightful blend of flavors that enchants the palate.",Veg,,,,Check app
Indian Veg Gravy,,Aloo Palak,₹132,,"Creamy and vibrant, this delightful dish combines tender potatoes with fresh spinach for a comforting vegetarian experience.",Veg,,,,Check app
Indian Veg Gravy,,Channa Masala,₹132,,"A savory medley of chickpeas simmered in a rich tomato-based sauce, infused with aromatic spices for a hearty delight.",Veg,,,,Check app
Indian Veg Gravy,,Green Peas Masala,₹132,,"A fragrant, richly flavored gravy showcasing tender green peas, perfect for a comforting meal.",Veg,,,,Check app
Indian Veg Gravy,,Veg Curry,₹132,,"A rich, aromatic gravy bursting with vibrant vegetables, creating a comforting and flavorful experience.",Veg,,,,Check app
Indian Veg Gravy,,Veg Kadai,₹144,,"Savor the rich, aromatic flavors of this vibrant Indian gravy, bursting with seasonal vegetables and a medley of spices.",Veg,,,,Check app
Indian Veg Gravy,,Veg Hydrabadi,₹144,,"A rich and aromatic gravy, featuring a medley of vegetables infused with traditional Indian spices, perfect for a delightful meal.",Veg,,,,Check app
Indian Veg Gravy,,Mix Veg Curry,₹144,,"A luscious blend of seasonal vegetables simmered in a rich, aromatic gravy that delights the senses.",Veg,,,,Check app
Bread Items,,Butter Nan,₹48,,"Soft, fluffy, and lathered in rich, creamy goodness, this delightful bread is a perfect accompaniment to any meal.",Veg,,,,Check app
Bread Items,,Rumali Roti,₹24,,"This delicately folded flatbread, renowned for its silky texture, pairs beautifully with any savory dish, making every bite a delight.",Veg,4.6,6,,Check app
Bread Items,,Tandoori Roti,₹24,,"This traditional unleavened bread boasts a soft, smoky flavor with a slightly charred exterior, making it a perfect accompaniment to any meal.",Veg,4.0,6,,Check app
Bread Items,,Plain Nan,₹30,,"Soft and fluffy, this classic Indian bread is perfect for pairing with your favorite dishes, offering a delightful, comforting experience.",Veg,,,,Check app
Bread Items,,Butter Roti,₹36,,"Soft and flaky, this warm bread is enriched with creamy butter, creating a delightful melt-in-your-mouth experience.",Veg,4.2,3,,Check app
Bread Items,,Garlic Nan,₹60,,"This warming, aromatic flatbread is infused with rich garlic flavors, making it a perfect accompaniment to any meal.",Veg,,,,Check app
Bread Items,,Kerala Paratha,₹30,,"This flaky, layered flatbread is a delightful treat, offering a rich and buttery taste that perfectly complements any meal.",Veg,4.9,7,,Check app
Bread Items,,Butter Kulcha,₹48,,"Fluffy and golden, this indulgent bread offers a buttery richness that melts in your mouth, perfect for savoring every bite.",Veg,,,,Check app
Bread Items,,Plain Kulcha,₹36,,"This soft, fluffy bread boasts a warm, comforting texture that perfectly complements any meal.",Veg,,,,Check app
Egg Items,,Egg Burji,₹72,,"Scrambled to perfection, this dish offers a rich, flavorful experience that delights with every bite.",Non-Veg,,,,Check app
Egg Items,,Egg Masala,₹120,,"Savory and aromatic, this dish features perfectly cooked eggs enveloped in a rich, flavorful sauce that delights the palate.",Non-Veg,,,,Check app
Egg Items,,Egg Kadai,₹144,,"Delight in a rich and flavorful concoction where perfectly cooked eggs are enveloped in a luscious, aromatic sauce.",Non-Veg,,,,Check app
Egg Items,,Egg Omlet Kadai,₹144,,"Delight in a flavorful, hearty egg stir-fry cooked in a sizzling skillet, bursting with vibrant spices.",Non-Veg,,,,Check app
Egg Items,,Egg Omlet,₹60,,"Fluffy and golden, this savory creation is a delightful blend of rich flavors, perfect for any meal.",Non-Veg,,,,Check app
Egg Items,,Egg Chilly,₹144,,"Savor the rich, flavorful fusion of eggs coated in a tantalizing sauce, creating a delightful experience with every bite.",Non-Veg,,,,Check app
Egg Items,,Egg Omlet Curry,₹144,,"Indulge in a savory delight where fluffy eggs are enveloped in a rich, aromatic curry, creating a comforting and flavorful experience.",Non-Veg,,,,Check app
Egg Items,,Boiled Egg,₹48,,"Perfectly cooked, creamy, and tender, this classic treat offers a rich flavor that delights in every bite.",Non-Veg,,,,Check app
Egg Items,,Egg Manchurian,₹144,,"Savor the delightful fusion of perfectly cooked eggs, enveloped in a rich, tangy sauce that bursts with flavor.",Non-Veg,,,,Check app
Tandoori Items,,Tandoori Chicken,₹240,,"Tender chicken marinated in aromatic spices, grilled to perfection for a smoky, flavorful delight.",Non-Veg,4.2,14,,Check app
Tandoori Items,,Chicken Tikka,₹228,,"Succulent pieces of marinated chicken, grilled to perfection, offering a rich tapestry of smoky flavors and aromas.",Non-Veg,,,,Check app
Tandoori Items,,Alfam  Chicken,₹240,,"Succulent, marinated chicken is grilled to perfection, offering a smoky aroma and mouthwatering flavors that will tantalize your taste buds.",Non-Veg,4.7,8,,Check app
Tandoori Items,,Afghani  Tandoori Chicken,₹240,,,Non-Veg,,,,Check app
Indian Non Veg Dry,,Chicken Fry,₹240,,"Tender chicken pieces are expertly marinated and fried to golden perfection, delivering a mouthwatering crunch and rich flavor.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Pudina Chicken Dry,₹240,,"Tender chicken infused with aromatic mint, offering a burst of flavors that tantalize the palate.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Chicken Pepper Dry,₹240,,"Succulent chicken pieces are stir-fried to perfection, enveloped in aromatic spices for a tantalizing flavor.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Mutton Fry,₹372,,"Tender pieces of mutton are expertly cooked to perfection, delivering a rich and aromatic flavor that tempts the taste buds.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Mutton Pepper Dry,₹372,,"Succulent pieces of tender meat are marinated to perfection and cooked until richly aromatic, delivering a mouthwatering, robust flavor.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Mutton Pudina Dry,₹372,,"Tender pieces of succulent meat are infused with aromatic mint, creating a delightful burst of flavor in every bite.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Prawns Fry,₹336,,"Succulent prawns are expertly fried to a golden crisp, infused with rich flavors that tempt every palate.",Non-Veg,,,,Check app
Indian Non Veg Dry,,Prawns Pepper Dry,₹336,,"Succulent prawns are tossed in a robust blend of aromatic spices, creating a tantalizing, flavorful experience.",Non-Veg,,,,Check app
Cooldrinks,,Water Bottle (1 ltr),₹24,,"Refresh your senses with a revitalizing blend of flavors, perfect for quenching your thirst on a warm day.",Veg,,,,Check app
